supplier_gstin,supplier_name,invoice_no,invoice_date,return_period,taxable_value,cgst,sgst,igst,total_tax,hsn_codes,supplier_status,linked_doc_id,expected_mismatch_type
27WNRGV0937F4ZM,SOM INC,INV/2602/00155,2026-02-20,022026,465055.05,0.0,0.0,81072.2,81072.2,8504;2106;9983;8708,ACTIVE,C02-GSTINV-00395,match
36VTAXY4376I9Z0,CHADA INC,INV/2602/00156,2026-02-21,022026,90012.85,0.0,0.0,15955.73,15955.73,8504;1701,ACTIVE,C02-GSTINV-00396,match
29UPFFE6933J5ZW,CHAR-PRADHAN,INV/2602/00157,2026-02-22,022026,95506.24,8595.56,8595.56,0.0,17191.12,9983,ACTIVE,C02-GSTINV-00397,hsn_mismatch
29LZIYL3514J7ZI,BHASIN PLC,INV/2602/00158,2026-02-23,022026,1792.91,44.82,44.82,0.0,89.64,1701,ACTIVE,C02-GSTINV-00398,match
24CTQOQ5868G4ZT,"NARAYAN, DAS AND ROY",INV/2602/00159,2026-02-24,022026,150654.39,0.0,0.0,16179.33,16179.33,1701;8504;7208,ACTIVE,C02-GSTINV-00399,match
09WGVUK2940E6ZX,SAMPATH-BEHL,INV/2602/00160,2026-02-25,022026,67144.78,0.0,0.0,12086.07,12086.07,4819;7208,ACTIVE,C02-GSTINV-00400,match
01XFGCU8461H3ZB,KAPOOR AND SONS,INV/2602/00162,2026-02-27,022026,133211.53,0.0,0.0,13779.2,13779.2,1006;4819;3004;1701,ACTIVE,C02-GSTINV-00002,match
08FRKHB7356R6Z1,"CHAUDRY, CHAHAL AND SAMI",INV/2602/00163,2026-02-01,022026,122447.35,0.0,0.0,17038.74,17038.74,2106;3923;7208,ACTIVE,C02-GSTINV-00003,match
06KOGSA9577V4ZN,BALAN INC,INV/2602/00164,2026-02-02,022026,28160.96,0.0,0.0,5068.98,5068.98,4819,ACTIVE,C02-GSTINV-00004,match
09NRISO1637F5ZP,KAUL PLC,INV/2602/00165,2026-02-03,022026,10075.64,0.0,0.0,1813.62,1813.62,3923,INACTIVE,C02-GSTINV-00005,gstin_status_risk
32RMLFM9710Q6Z5,"BALA, ISSAC AND SAINI",INV/2602/00166,2026-02-04,022026,27998.74,0.0,0.0,5710.67,5710.67,3923;2106,ACTIVE,C02-GSTINV-00006,rate_mismatch
06LXOSJ3168Y2ZR,SEN PLC,INV/2602/00167,2026-02-05,032026,11807.01,0.0,0.0,2085.88,2085.88,8708;3004,ACTIVE,C02-GSTINV-00007,period_mismatch
32ITLVX4941P8ZG,AHUJA-DUTTA,INV/2602/00168,2026-02-06,022026,56658.7,0.0,0.0,9056.73,9056.73,3923;3004,ACTIVE,C02-GSTINV-00008,match
36DFKIM0837W1ZO,"SAMI, OAK AND MALL",INV/2602/00169,2026-02-07,022026,33387.62,0.0,0.0,6009.77,6009.77,4819,ACTIVE,C02-GSTINV-00009,match
29UXMHM3677O3ZY,KALE LLC,INV/2602/00170,2026-02-08,022026,109380.99,7219.05,7219.05,0.0,14438.1,9983;1701;8504;7208,ACTIVE,C02-GSTINV-00010,match
09VMTBY2090A4ZC,CHANDA GROUP,INV/2602/00171,2026-02-09,022026,6759.62,0.0,0.0,1216.74,1216.74,9983,ACTIVE,C02-GSTINV-00011,match
32UJLJN3881L8Z9,"LALLA, BASSI AND SHARAF",INV/2602/00173,2026-02-11,022026,59491.51,0.0,0.0,16657.62,16657.62,8708,ACTIVE,C02-GSTINV-00013,match
32GWVCW2463A8ZK,"DASH, RADHAKRISHNAN AND BRAR",INV/2602/00174,2026-02-12,022026,82500.92,0.0,0.0,12205.46,12205.46,3004;4819;3923,ACTIVE,C02-GSTINV-00014,match
08RQMUC2635P9ZX,"MEMON, PATHAK AND HANDA",INV/2602/00175,2026-02-13,022026,59026.41,0.0,0.0,11767.57,11767.57,8708;8504;3004;4819,ACTIVE,C02-GSTINV-00015,match
07ETHPT5982L3ZJ,"BOASE, BATH AND KARI",INV/2602/00176,2026-02-14,022026,39461.08,0.0,0.0,10191.19,10191.19,3923;8708,ACTIVE,C02-GSTINV-00016,match
27CAHMI9281C7ZV,BUCH-KAUL,INV/2602/00177,2026-02-15,022026,20802.72,0.0,0.0,2496.32,2496.32,2106,ACTIVE,C02-GSTINV-00017,match
08UJXHP4509D4ZD,RAI LLC,INV/2602/00178,2026-02-16,022026,6697.0,0.0,0.0,803.64,803.64,2106,INACTIVE,C02-GSTINV-00018,gstin_status_risk
09SSLRY7669N2ZY,PATLA-GABA,INV/2602/00179,2026-02-17,022026,27795.7,0.0,0.0,3465.3,3465.3,3923;2106,ACTIVE,C02-GSTINV-00019,match
36HKHOL5876A2ZE,PANT-KADAKIA,INV/2602/00180,2026-02-18,022026,4957.88,0.0,0.0,892.42,892.42,1006,ACTIVE,C02-GSTINV-00020,hsn_mismatch
09EPQMC3368K7ZV,"LOKE, BORA AND GARG",INV/2602/00181,2026-02-19,022026,163240.35,0.0,0.0,19161.19,19161.19,8708;4819;7208;1006,ACTIVE,C02-GSTINV-00021,match
29JTQTF5946D1ZF,"KONDA, GADE AND SHERE",INV/2602/00182,2026-02-20,022026,6022.28,542.01,542.01,0.0,1084.02,3923;7208,ACTIVE,C02-GSTINV-00022,match
09VHHPZ4153R9ZO,"NAIR, BHALLA AND KARNIK",INV/2602/00184,2026-02-22,022026,58089.02,0.0,0.0,8910.81,8910.81,3004;7208,ACTIVE,C02-GSTINV-00024,match
24KRVZM0558O2ZX,MUTTI GROUP,INV/2602/00185,2026-02-23,022026,55769.13,0.0,0.0,6692.29,6692.29,2106,ACTIVE,C02-GSTINV-00025,match
06WWWJI7780C4ZI,BHATTI-KAKAR,INV/2602/00186,2026-02-24,022026,36250.41,0.0,0.0,6525.06,6525.06,7208,ACTIVE,C02-GSTINV-00026,match
19LGKRE1636P3ZE,"MURTY, KALA AND TATA",INV/2602/00187,2026-02-25,022026,66436.11,0.0,0.0,11491.03,11491.03,8504;2106,ACTIVE,C02-GSTINV-00027,match
33ZRLHZ8133J5Z1,SHANKER-DHAR,INV/2602/00188,2026-02-26,022026,116518.43,0.0,0.0,12300.27,12300.27,3923;1006;4819,ACTIVE,C02-GSTINV-00028,match
09RSRVQ9634S6Z8,DEWAN-KOSHY,INV/2602/00189,2026-02-27,022026,101834.87,0.0,0.0,17127.57,17127.57,4819;3004,ACTIVE,C02-GSTINV-00029,match
27ZHWUM0726V7ZZ,"YOHANNAN, LALL AND SANGHA",INV/2602/00190,2026-02-01,022026,2445.01,0.0,0.0,440.1,440.1,7208,INACTIVE,C02-GSTINV-00030,gstin_status_risk
33TGJQJ6469K4Z4,"RASTOGI, PATHAK AND KANDA",INV/2602/00191,2026-02-02,022026,69658.76,0.0,0.0,11331.93,11331.93,3923;2106;3004,ACTIVE,C02-GSTINV-00031,match
36YKTEK0449B6ZD,UPADHYAY GROUP,INV/2602/00192,2026-02-03,022026,99233.22,0.0,0.0,16483.2,16483.2,3004;4819,ACTIVE,C02-GSTINV-00032,match
09BTNTM7515T1ZX,DUTTA LTD,INV/2602/00194,2026-02-05,022026,157082.32,0.0,0.0,26327.39,26327.39,1006;7208;8504;1701,ACTIVE,C02-GSTINV-00034,match
32NLPCS8677G7ZS,BHATT-RAJAN,INV/2602/00195,2026-02-06,022026,87306.86,0.0,0.0,15715.23,15715.23,7208,ACTIVE,C02-GSTINV-00035,match
06CCTVO5531L7Z3,SIDHU-WADHWA,INV/2602/00196,2026-02-07,022026,34436.04,0.0,0.0,4755.61,4755.61,4819;3004,ACTIVE,C02-GSTINV-00036,match
19CHFLO7665T5Z1,APTE-CONTRACTOR,INV/2602/00197,2026-02-08,022026,34575.25,0.0,0.0,5372.56,5372.56,3923;2106;7208,ACTIVE,C02-GSTINV-00037,match
01CNJLE3395B3ZA,"YADAV, LOKE AND OAK",INV/2602/00198,2026-02-09,022026,20758.77,0.0,0.0,1037.94,1037.94,1701,ACTIVE,C02-GSTINV-00038,match
24HTCLH6460M1Z0,MEMON GROUP,INV/2602/00199,2026-02-10,022026,67925.54,0.0,0.0,12658.9,12658.9,3004;3923;8504,ACTIVE,C02-GSTINV-00039,rate_mismatch
29ORJKT4403N7ZQ,SETTY INC,INV/2602/00200,2026-02-11,022026,8168.35,735.15,735.15,0.0,1470.3,7208,ACTIVE,C02-GSTINV-00040,match
32LRJLC4408X6ZE,"LALL, TELLA AND GOKHALE",INV/2602/00201,2026-02-12,022026,62534.75,0.0,0.0,6626.37,6626.37,1701;8708,ACTIVE,C02-GSTINV-00041,match
07GDFPT6174Y8ZK,"CHERIAN, MISRA AND TRIPATHI",INV/2602/00202,2026-02-13,022026,41162.16,0.0,0.0,7072.97,7072.97,4819,ACTIVE,C02-GSTINV-00042,hsn_mismatch
06ILBVB8865O9Z2,"ISSAC, DUA AND PRAKASH",INV/2602/00203,2026-02-14,022026,46541.55,0.0,0.0,8135.51,8135.51,4819;2106,INACTIVE,C02-GSTINV-00043,gstin_status_risk
33DJZSK5933Z6Z8,NAIK GROUP,INV/2602/00205,2026-02-16,022026,30138.83,0.0,0.0,5424.98,5424.98,7208,ACTIVE,C02-GSTINV-00045,match
08ZEHUN5756Y3ZO,CHOUDHURY LLC,INV/2602/00206,2026-02-17,022026,132811.97,0.0,0.0,15937.44,15937.44,2106,ACTIVE,C02-GSTINV-00046,match
08ZPTUG2979G6ZS,KHATRI-BHARDWAJ,INV/2602/00207,2026-02-18,022026,74235.85,0.0,0.0,11472.21,11472.21,7208;2106,ACTIVE,C02-GSTINV-00047,match
06SNDCE4580H8ZM,BRAR INC,INV/2602/00208,2026-02-19,022026,159059.66,0.0,0.0,12318.28,12318.28,1006;3004;4819;1701,ACTIVE,C02-GSTINV-00048,match
36MPXAF1964Y5ZF,"SUNDER, BISWAS AND WALIA",INV/2602/00209,2026-02-20,022026,13763.13,0.0,0.0,688.16,688.16,1006,ACTIVE,C02-GSTINV-00049,match
27BVMNQ5720L4ZQ,DAVE LTD,INV/2602/00210,2026-02-21,022026,3988.44,0.0,0.0,1116.76,1116.76,8708,ACTIVE,C02-GSTINV-00050,match
33KJTJB2615Y6Z8,GANDHI-LANKA,INV/2602/00211,2026-02-22,022026,106879.8,0.0,0.0,20795.23,20795.23,8708;2106;8504,ACTIVE,C02-GSTINV-00051,match
08XIIKV4062Y1ZL,"SAMPATH, KAKAR AND ZACHARIA",INV/2602/00212,2026-02-23,022026,52903.18,0.0,0.0,9522.57,9522.57,4819,ACTIVE,C02-GSTINV-00052,match
06SCPVO3063T7ZA,"IYER, MUNI AND RASTOGI",INV/2602/00213,2026-02-24,022026,189148.73,0.0,0.0,32573.78,32573.78,4819;3923;1006,ACTIVE,C02-GSTINV-00053,match
36RYDPU0073M1Z9,"PRAKASH, SARMA AND VARUGHESE",INV/2602/00214,2026-02-25,022026,88907.91,0.0,0.0,14325.31,14325.31,4819;1701;3923,ACTIVE,C02-GSTINV-00054,match
33ZZRSO2217W3ZN,BHATT LLC,INV/2602/00216,2026-02-27,022026,28953.76,0.0,0.0,1861.76,1861.76,1701;3004,INACTIVE,C02-GSTINV-00056,rate_mismatch
07PCIZS5780K2ZS,KARPE PLC,INV/2602/00217,2026-02-01,022026,217263.85,0.0,0.0,24118.78,24118.78,2106;1006,ACTIVE,C02-GSTINV-00057,match
06GQODH5519E3ZL,AMBLE INC,INV/2602/00218,2026-02-02,022026,1054.59,0.0,0.0,52.73,52.73,1006,ACTIVE,C02-GSTINV-00058,match
08TKQMQ2948V7ZJ,"BHARGAVA, KARNIK AND BIR",INV/2602/00219,2026-02-03,022026,11200.41,0.0,0.0,560.02,560.02,1006,ACTIVE,C02-GSTINV-00059,match
32DWIZI3751H8Z7,NARAYANAN INC,INV/2602/00220,2026-02-04,022026,133397.04,0.0,0.0,21013.95,21013.95,3004;3923;7208;2106,ACTIVE,C02-GSTINV-00060,match
19EEZMW4034H4ZM,"KHANNA, MALLICK AND SUNDER",INV/2602/00221,2026-02-05,022026,41322.3,0.0,0.0,7438.01,7438.01,3923,ACTIVE,C02-GSTINV-00061,match
27HACDG3400R4ZN,ZACHARIA AND SONS,INV/2602/00222,2026-02-06,022026,117901.66,0.0,0.0,20804.73,20804.73,1701;8708;9983,ACTIVE,C02-GSTINV-00062,match
24JZOJD6400W6ZU,"SOLANKI, KIBE AND SOLANKI",INV/2602/00223,2026-02-07,022026,208442.41,0.0,0.0,30493.74,30493.74,2106;4819;9983,ACTIVE,C02-GSTINV-00063,match
19NNMOM0314J1ZU,GUPTA-CHANDRA,INV/2602/00224,2026-02-08,022026,117077.67,0.0,0.0,22563.27,22563.27,8504,ACTIVE,C02-GSTINV-00064,hsn_mismatch
29IJUSQ6612R5ZE,ROY-SIBAL,INV/2602/00226,2026-02-10,022026,110360.2,7593.36,7593.36,0.0,15186.72,3004;4819;3923,ACTIVE,C02-GSTINV-00066,match
29JZVYU2273O5ZU,"BHAGAT, CHAUDHARI AND BHAT",INV/2602/00227,2026-02-11,022026,42645.46,5815.63,5815.63,0.0,11631.26,8708;3923,ACTIVE,C02-GSTINV-00067,match
32GBXFG1346E1ZZ,NORI-CHOPRA,INV/2602/00228,2026-02-12,022026,126937.03,0.0,0.0,18014.25,18014.25,8504;3923;1006;3004,INACTIVE,C02-GSTINV-00068,gstin_status_risk
07YAVUE7820J2ZL,HANDA AND SONS,INV/2602/00229,2026-02-13,022026,99873.5,0.0,0.0,19210.87,19210.87,8708;2106;3004;8504,ACTIVE,C02-GSTINV-00069,match
08EWXVN0611K4Z0,"SEN, DEY AND SAMI",INV/2602/00230,2026-02-14,022026,98354.6,0.0,0.0,14782.35,14782.35,3004;4819;9983,ACTIVE,C02-GSTINV-00070,match
09RQYJF9449L7ZZ,MALLICK GROUP,INV/2602/00231,2026-02-15,022026,109068.39,0.0,0.0,10575.66,10575.66,3004;1701,ACTIVE,C02-GSTINV-00071,match
19COBON5135D4ZV,BORRA GROUP,INV/2602/00232,2026-02-16,022026,94213.56,0.0,0.0,22974.09,22974.09,1006;7208;8708;3923,ACTIVE,C02-GSTINV-00072,rate_mismatch
08PBIBZ9090N3Z8,"CHAUDHARI, BEDI AND ZACHARIAH",INV/2602/00233,2026-02-17,022026,56958.94,0.0,0.0,12066.6,12066.6,4819;7208;8708,ACTIVE,C02-GSTINV-00073,match
24NSFAA2655H4ZT,CHANDER AND SONS,INV/2602/00234,2026-02-18,022026,38054.04,0.0,0.0,5969.66,5969.66,3923;1701,ACTIVE,C02-GSTINV-00074,match
01GBPLR8204R4Z3,RAY GROUP,INV/2602/00235,2026-02-19,022026,138589.84,0.0,0.0,21313.45,21313.45,3004;9983;4819,ACTIVE,C02-GSTINV-00075,match
24ZODGF6980X4Z3,GALA GROUP,INV/2602/00237,2026-02-21,022026,110918.79,0.0,0.0,15690.43,15690.43,9983;1701;3004,ACTIVE,C02-GSTINV-00077,match
06TTXSS3232O9ZM,RAMAKRISHNAN LLC,INV/2602/00238,2026-02-22,022026,137668.27,0.0,0.0,24780.3,24780.3,4819;8504,ACTIVE,C02-GSTINV-00078,match
08TAOPS2125H8ZZ,MANGAL-SAMPATH,INV/2602/00239,2026-02-23,022026,85551.02,0.0,0.0,15399.18,15399.18,3923;8504;4819,ACTIVE,C02-GSTINV-00079,match
27EXZYN8080A7Z8,"SUR, DUBEY AND GUPTA",INV/2602/00240,2026-02-24,022026,49876.58,0.0,0.0,4870.93,4870.93,1701;3004,ACTIVE,C02-GSTINV-00080,match
