supplier_gstin,supplier_name,invoice_no,invoice_date,return_period,taxable_value,cgst,sgst,igst,total_tax,hsn_codes,supplier_status,linked_doc_id,expected_mismatch_type
27BHDFX5687M6ZU,"KRISH, CHAUHAN AND PANDYA",INV/2603/00155,2026-03-20,032026,233635.19,0.0,0.0,42054.32,42054.32,4819;7208;3923,ACTIVE,C03-GSTINV-00115,match
08ZCRGV9092Z7ZM,"RAY, DUBEY AND KHALSA",INV/2603/00156,2026-03-21,032026,25989.27,0.0,0.0,3351.18,3351.18,2106;4819,ACTIVE,C03-GSTINV-00116,match
32DYVVZ5100T4Z1,GOEL GROUP,INV/2603/00157,2026-03-22,032026,119033.76,0.0,0.0,11023.1,11023.1,8504,ACTIVE,C03-GSTINV-00117,hsn_mismatch
29WYJYK1311N8ZK,GOLA LTD,INV/2603/00158,2026-03-23,032026,78530.46,4855.31,4855.31,0.0,9710.62,3004;2106;3923,ACTIVE,C03-GSTINV-00118,match
32KZZAP9925P3ZL,SABHARWAL-KOTHARI,INV/2603/00159,2026-03-24,032026,51524.61,0.0,0.0,6182.95,6182.95,3004,ACTIVE,C03-GSTINV-00119,match
06VRSIA2637X1Z3,DUTTA-CHOKSHI,INV/2603/00160,2026-03-25,032026,142111.1,0.0,0.0,25579.99,25579.99,7208;8504;9983,ACTIVE,C03-GSTINV-00120,match
36ORHCK5400C5ZU,IYENGAR GROUP,INV/2603/00162,2026-03-27,032026,6423.76,0.0,0.0,321.18,321.18,1006,ACTIVE,C03-GSTINV-00122,match
06IKMRC5183O1ZG,MODY-KARI,INV/2603/00163,2026-03-01,032026,104966.36,0.0,0.0,23437.12,23437.12,3923;9983;1701;8708,ACTIVE,C03-GSTINV-00123,match
08OVVKN8484C7Z2,BAJWA LTD,INV/2603/00164,2026-03-02,032026,41468.2,0.0,0.0,4068.38,4068.38,1701;2106,ACTIVE,C03-GSTINV-00124,match
07VGXXB3332O1ZX,RASTOGI LLC,INV/2603/00165,2026-03-03,032026,115793.38,0.0,0.0,12876.57,12876.57,1701;9983,INACTIVE,C03-GSTINV-00125,gstin_status_risk
07QRKKW6042L1ZL,BOASE-MALLICK,INV/2603/00166,2026-03-04,032026,54223.32,0.0,0.0,7663.56,7663.56,3923;1701;8504,ACTIVE,C03-GSTINV-00126,rate_mismatch
24TTWVN1351Q1ZB,UPADHYAY-RATTA,INV/2603/00167,2026-03-05,042026,38830.11,0.0,0.0,1941.51,1941.51,1006,ACTIVE,C03-GSTINV-00127,period_mismatch
29KXRGM4945L3ZG,"YADAV, NARULA AND BALA",INV/2603/00168,2026-03-06,032026,3509.75,315.88,315.88,0.0,631.76,3923,ACTIVE,C03-GSTINV-00128,match
08WQRGK0770E3Z0,LAL AND SONS,INV/2603/00169,2026-03-07,032026,101265.28,0.0,0.0,18227.75,18227.75,9983;3923;4819,ACTIVE,C03-GSTINV-00129,match
19OPHRM3232U5ZC,"LANKA, BARAD AND CHOPRA",INV/2603/00170,2026-03-08,032026,50121.96,0.0,0.0,4386.03,4386.03,1006;4819,ACTIVE,C03-GSTINV-00130,match
09GKKAS5172R8ZM,"SARAF, PAI AND MURTHY",INV/2603/00171,2026-03-09,032026,112221.3,0.0,0.0,13466.56,13466.56,2106,ACTIVE,C03-GSTINV-00131,match
24NKWDZ3989E6ZB,GUPTA-KUMAR,INV/2603/00173,2026-03-11,032026,34411.42,0.0,0.0,6194.05,6194.05,8504,ACTIVE,C03-GSTINV-00133,match
32TMTCP6493B9ZC,SARIN INC,INV/2603/00174,2026-03-12,032026,114597.34,0.0,0.0,5991.64,5991.64,1006;8708,ACTIVE,C03-GSTINV-00134,match
19ICNHB0945Q6ZR,"YOHANNAN, HEGDE AND PATLA",INV/2603/00175,2026-03-13,032026,54247.87,0.0,0.0,8165.25,8165.25,4819;3004,ACTIVE,C03-GSTINV-00135,match
07DSUJQ7650D1Z3,BOASE-NARAYANAN,INV/2603/00176,2026-03-14,032026,27873.92,0.0,0.0,5017.3,5017.3,7208,ACTIVE,C03-GSTINV-00136,match
09MDSQH6626E7Z6,"MURTHY, DASH AND MITAL",INV/2603/00177,2026-03-15,032026,14416.97,0.0,0.0,2595.05,2595.05,3923,ACTIVE,C03-GSTINV-00137,match
24HBMFY3069S8Z9,"MORE, REGE AND NARAIN",INV/2603/00178,2026-03-16,032026,30074.68,0.0,0.0,1503.74,1503.74,1701,INACTIVE,C03-GSTINV-00138,gstin_status_risk
09MCEBH8370Y1Z0,MERCHANT-DATTA,INV/2603/00179,2026-03-17,032026,44845.31,0.0,0.0,6885.13,6885.13,2106;8504,ACTIVE,C03-GSTINV-00139,match
06JICKL8644Z3Z7,SALVI LTD,INV/2603/00180,2026-03-18,032026,7207.74,0.0,0.0,864.92,864.92,2106,ACTIVE,C03-GSTINV-00140,hsn_mismatch
