supplier_gstin,supplier_name,invoice_no,invoice_date,return_period,taxable_value,cgst,sgst,igst,total_tax,hsn_codes,supplier_status,linked_doc_id,expected_mismatch_type
32FOYDF3143M4ZT,"BARAL, MORE AND SASTRY",INV/2602/00155,2026-02-20,022026,164881.94,0.0,0.0,29678.74,29678.74,3923,ACTIVE,C02-GSTINV-00335,match
06SUXOG0363Y3ZL,PATLA LTD,INV/2602/00156,2026-02-21,022026,118019.73,0.0,0.0,28435.65,28435.65,8504;9983;8708,ACTIVE,C02-GSTINV-00336,match
08QBJHD2095O6Z8,CHANA LLC,INV/2602/00157,2026-02-22,022026,164395.43,0.0,0.0,18040.47,18040.47,1701,ACTIVE,C02-GSTINV-00337,hsn_mismatch
33SFWNE6049B3ZD,SAGAR-GILL,INV/2602/00158,2026-02-23,022026,47308.77,0.0,0.0,5677.05,5677.05,2106,ACTIVE,C02-GSTINV-00338,match
08LPHOZ2849L7ZO,DEO PLC,INV/2602/00159,2026-02-24,022026,76470.63,0.0,0.0,13764.7,13764.7,8504;7208,ACTIVE,C02-GSTINV-00339,match
29SGMLJ6014E4Z0,WALI-THAKER,INV/2602/00160,2026-02-25,022026,115000.65,10350.07,10350.07,0.0,20700.14,8504;7208,ACTIVE,C02-GSTINV-00340,match
07GPYVA7693S2ZX,MERCHANT-NIGAM,INV/2602/00162,2026-02-27,022026,199009.13,0.0,0.0,34911.45,34911.45,2106;3923;7208,ACTIVE,C02-GSTINV-00342,match
19VGFTS0140Y7ZX,SIDHU INC,INV/2602/00163,2026-02-01,022026,33764.2,0.0,0.0,5152.57,5152.57,7208;2106;8504,ACTIVE,C02-GSTINV-00343,match
08EBETG9466U3Z5,KARA LTD,INV/2602/00164,2026-02-02,022026,4785.64,0.0,0.0,861.42,861.42,7208,ACTIVE,C02-GSTINV-00344,match
01RUBFU3592P8ZL,"RANGANATHAN, PAU AND CHANA",INV/2602/00165,2026-02-03,022026,121752.8,0.0,0.0,21915.5,21915.5,4819;9983,INACTIVE,C02-GSTINV-00345,gstin_status_risk
07ADNYT2468Q7ZC,ATWAL-LALLA,INV/2602/00166,2026-02-04,022026,97106.09,0.0,0.0,8881.93,8881.93,1006;8504,ACTIVE,C02-GSTINV-00346,rate_mismatch
06JYYMR6136W3ZX,"DASGUPTA, SHA AND PILLAY",INV/2602/00167,2026-02-05,032026,58768.47,0.0,0.0,7052.22,7052.22,2106,ACTIVE,C02-GSTINV-00347,period_mismatch
27ELDRG2760N1ZA,"LALA, RAJ AND PRABHU",INV/2602/00168,2026-02-06,022026,107461.06,0.0,0.0,16182.71,16182.71,3923;8504;2106,ACTIVE,C02-GSTINV-00348,match
32BIXTS6794H4ZG,KAUR GROUP,INV/2602/00169,2026-02-07,022026,57796.39,0.0,0.0,6119.11,6119.11,1701;9983,ACTIVE,C02-GSTINV-00349,match
36ABNWZ3367Q4Z6,NARANG PLC,INV/2602/00170,2026-02-08,022026,21048.06,0.0,0.0,5893.46,5893.46,8708,ACTIVE,C02-GSTINV-00350,match
33LPDRU7539D5ZU,BHATNAGAR LTD,INV/2602/00171,2026-02-09,022026,41130.61,0.0,0.0,7403.51,7403.51,8504;7208,ACTIVE,C02-GSTINV-00351,match
36HRPLM8281U1ZN,DEY INC,INV/2602/00173,2026-02-11,022026,59215.41,0.0,0.0,7105.85,7105.85,2106,ACTIVE,C02-GSTINV-00353,match
07YCZEB9659U7ZF,MODI GROUP,INV/2602/00174,2026-02-12,022026,31955.23,0.0,0.0,3834.63,3834.63,3004,ACTIVE,C02-GSTINV-00354,match
32YQJRU6786I8ZN,CHATTERJEE AND SONS,INV/2602/00175,2026-02-13,022026,2253.7,0.0,0.0,112.69,112.69,1701,ACTIVE,C02-GSTINV-00355,match
33XFPZM6053U7ZJ,"DESHMUKH, RAMA AND SETTY",INV/2602/00176,2026-02-14,022026,14993.66,0.0,0.0,3265.26,3265.26,1701;8708,ACTIVE,C02-GSTINV-00356,match
01KVUNB8586Y4Z7,ZACHARIAH-SAINI,INV/2602/00177,2026-02-15,022026,36697.11,0.0,0.0,1954.57,1954.57,1006;4819,ACTIVE,C02-GSTINV-00357,match
08QCGTC1291V1ZF,"DUBEY, SACHDEVA AND CHAUDHARY",INV/2602/00178,2026-02-16,022026,30381.52,0.0,0.0,8506.83,8506.83,8708,INACTIVE,C02-GSTINV-00358,gstin_status_risk
36IXZPN6600E5ZD,REDDY-MAMMEN,INV/2602/00179,2026-02-17,022026,20904.3,0.0,0.0,3762.77,3762.77,9983,ACTIVE,C02-GSTINV-00359,match
24LYRYD2626U4ZN,PRABHAKAR AND SONS,INV/2602/00180,2026-02-18,022026,10815.2,0.0,0.0,1946.73,1946.73,8504,ACTIVE,C02-GSTINV-00360,hsn_mismatch
